podcast_name,writer,link,language,country,category,episodes,publish_date,ListenScore,top_rank
Kerry Today,Radio Kerry,https://www.listennotes.com/podcasts/kerry-today-radio-kerry-qBygS-DTlW5/,English,Ireland,['News'],3559,2016,23,10
Words To That Effect,HeadStuff,https://www.listennotes.com/podcasts/words-to-that-effect-headstuff-JKAImaV78Gk/,English,Ireland,"['Arts', 'Books', 'Society & Culture']",61,2017,38,2.5
מכביבול ברדיו תל אביב,102FM רדיו תל אביב,https://www.listennotes.com/podcasts/מכביבול-ברדיו-תל-אביב-102fm-רדיו-תל-אביב-3cSzsV9ygxm/,Hebrew,Israel,['Sports'],236,2018,37,2.5
כשבגרוש היה חור,רשת עושים היסטוריה,https://www.listennotes.com/podcasts/כשבגרוש-היה-חור-רשת-עושים-היסטוריה-5ZyaKcAqGpO/,Hebrew,Israel,"['Society & Culture', 'History', 'Business', 'Education']",55,2018,44,1.5
הבריקדה The Barricade,אטילה שומפלבי,https://www.listennotes.com/podcasts/הבריקדה-the-barricade-אטילה-שומפלבי-nCJVv14Icto/,Hebrew,Israel,"['Politics', 'News']",33,2020,26,10
מצעדי העשור - גרסת 2019,גלגלצ,https://www.listennotes.com/podcasts/מצעדי-העשור-גרסת-2019-גלגלצ-KR915sJV20f/,Hebrew,Israel,['Music'],25,2019,29,10
"ירח מלא - נשים, בריאות וכל מה שמסביב","עינב בכר, יעל זילברמן רומנו",https://www.listennotes.com/podcasts/ירח-מלא-נשים-בריאות-וכל-מה-שמסביב-עינב-בכר-QR5baTlzJ3f/,Hebrew,Israel,['Health & Fitness'],20,2020,31,5
תחוּשת בּטן,Matan Hakimi,https://www.listennotes.com/podcasts/תחושת-בטן-matan-hakimi-gsIUaWhkubx/,Hebrew,Israel,"['Education', 'Self-Improvement']",62,2020,50,0.5
Deejay 6 Tu,Radio Deejay,https://www.listennotes.com/podcasts/deejay-6-tu-radio-deejay-ZxczKYb5OAq/,Italian,Italy,"['Hobbies', 'TV & Film', 'Leisure', 'News', 'Music']",328,2021,39,2
Stupefatti,Eretica,https://www.listennotes.com/podcasts/stupefatti-eretica-UF-D8RkqEMX/,Italian,Italy,['Science'],60,2020,41,2
TURISMO D'ASPORTO - In giro per la Puglia,Mentre,https://www.listennotes.com/podcasts/turismo-dasporto-in-giro-per-la-puglia-mentre-ypzTYUhKqi1/,Italian,Italy,"['Documentary', 'Places & Travel', 'Society & Culture']",8,2020,35,3
Marco Montemagno - Il Podcast,Marco Montemagno,https://www.listennotes.com/podcasts/marco-montemagno-il-podcast-marco-montemagno-96gB8V3FtSI/,Italian,Italy,"['Business', 'Business News']",1309,2018,57,0.5
Demoni urbani,Gli Ascoltabili,https://www.listennotes.com/podcasts/demoni-urbani-gli-ascoltabili-Ek91T823CSp/,Italian,Italy,['Comedy'],50,2018,55,0.5
Da Costa a Costa,Piano P,https://www.listennotes.com/podcasts/da-costa-a-costa-piano-p-raOVWv0ufNH/,Italian,Italy,"['News', 'Society & Culture']",143,2016,59,0.5
山中さわおの fool on the planet,山中さわお,https://www.listennotes.com/podcasts/山中さわおの-fool-on-the-planet-山中さわお-FUS5xBc8prQ/,Japanese,Japan,['Music'],110,2017,50,0.5
Let’s Talk in Japanese!,Tomo,https://www.listennotes.com/podcasts/lets-talk-in-japanese-tomo-D6QGPZMUOWr/,Japanese,Japan,['Education'],199,2019,48,1
King of Kanto,King Of Kanto,https://www.listennotes.com/podcasts/king-of-kanto-king-of-kanto-CAwIdqxcfpo/,English,Japan,['Comedy'],67,2020,29,10
Leyendas Legendarias,Sonoro,https://www.listennotes.com/podcasts/leyendas-legendarias-sonoro-6WJFTxip3D0/,Spanish,Mexico,['Comedy'],204,2019,67,0.05
El Frasco - Mau Nieto y Román Torres,elfrascomx,https://www.listennotes.com/podcasts/el-frasco-mau-nieto-y-román-torres-elfrascomx-H9pN0zZVeyD/,Spanish,Mexico,['Comedy'],44,2019,57,0.5
Supracortical,Sonoro,https://www.listennotes.com/podcasts/supracortical-sonoro-r9cIkbB1h53/,Spanish,Mexico,"['Science', 'Health & Fitness']",311,2016,45,1
Pamela Cerdeira,MVS Radio,https://www.listennotes.com/podcasts/pamela-cerdeira-mvs-radio-CHztiGhY-j4/,Spanish,Mexico,"['Politics', 'News']",1546,2020,27,10
PONTE TÚ,Pastor Oviedo,https://www.listennotes.com/podcasts/ponte-tú-pastor-oviedo-PUg3rsRiJH7/,Spanish,Mexico,['Comedy'],228,2019,29,10
De Derde Helft,De Derde Helft,https://www.listennotes.com/podcasts/de-derde-helft-de-derde-helft--iMtL72sKeg/,Dutch,Netherlands,"['Amateur', 'Professional', 'Sports']",208,2018,49,1
De Kiesmannen in Europa,De Kiesmannen,https://www.listennotes.com/podcasts/de-kiesmannen-in-europa-de-kiesmannen-bqd1IslemUh/,Dutch,Netherlands,['News'],8,2019,35,5
Curry en van Inkel,Curry en van Inkel,https://www.listennotes.com/podcasts/curry-en-van-inkel-curry-en-van-inkel-hHoUvedRQ3z/,Dutch,Netherlands,['Music'],15,2019,40,2
The Arch and Anth Podcast,Dr. Michael B. C. Rivera,https://www.listennotes.com/podcasts/the-arch-and-anth-podcast-dr-michael-b-c-vhyH_e3VfoM/,English,Netherlands,"['Society & Culture', 'Natural Sciences', 'Social Sciences', 'Science']",100,2019,38,2.5
Benjamin Herman,NPO Radio 2 Soul & Jazz / NTR,https://www.listennotes.com/podcasts/benjamin-herman-npo-radio-2-soul-jazz-ntr-LnbtIZWlo9e/,Dutch,Netherlands,['Music'],149,2019,35,5
The Detail,RNZ,https://www.listennotes.com/podcasts/the-detail-rnz-oVH-LO1jeaN/,English,New Zealand,['News'],580,2019,38,2.5
Saturday Morning,RNZ,https://www.listennotes.com/podcasts/saturday-morning-rnz-OjxcXulhkpo/,English,New Zealand,['Society & Culture'],1901,2016,39,2
He Kākano Ahau,RNZ,https://www.listennotes.com/podcasts/he-kākano-ahau-rnz-y8ZGXI5J410/,English,New Zealand,['Society & Culture'],15,2019,27,10
Sunday Morning,RNZ,https://www.listennotes.com/podcasts/sunday-morning-rnz-3iDvMl8HZg0/,English,New Zealand,['News'],3065,2016,27,10
Må på behandling – Med Morten Ramm,VG,https://www.listennotes.com/podcasts/må-på-behandling-med-morten-ramm--FkfPiDeoLW/,Norwegian,Norway,['Health & Fitness'],86,2019,31,5
P3morgen,NRK,https://www.listennotes.com/podcasts/p3morgen-nrk-eUywghuZasz/,Norwegian,Norway,['Comedy'],2253,2012,24,10
Stories After Dark,Stories After Dark,https://www.listennotes.com/podcasts/stories-after-dark-stories-after-dark-EMymA4CTWB8/,English,Philippines,['True Crime'],28,2019,35,3
Banana Q: a Filipino-Flavored Podcast,Rey & Dee,https://www.listennotes.com/podcasts/banana-q-a-filipino-flavored-podcast-rey-dee-XwLU9mqCrJV/,English,Philippines,"['Leisure', 'Society & Culture']",74,2020,37,2.5
Historia Polski dla dzieci,Piotr Borowski,https://www.listennotes.com/podcasts/historia-polski-dla-dzieci-piotr-borowski-hQDYm53JFKo/,Polish,Poland,['Education'],197,2018,41,1.5
Krzysztof Gonciarz,Krzysztof Gonciarz,https://www.listennotes.com/podcasts/krzysztof-gonciarz-krzysztof-gonciarz-7C-lySXz_vt/,Polish,Poland,"['Society & Culture', 'Arts', 'Personal Journals', 'Books', 'Documentary']",16,2020,45,1
Piąte: Nie zabijaj,Justyna Mazur,https://www.listennotes.com/podcasts/piąte-nie-zabijaj-justyna-mazur-LF3Nl9i-oEv/,Polish,Poland,"['History', 'Personal Journals', 'Society & Culture', 'News']",81,2019,58,0.5
Zabójcze opowieści,Michał Larek,https://www.listennotes.com/podcasts/zabójcze-opowieści-michał-larek-ALeMOu7blnD/,Polish,Poland,['Society & Culture'],141,2018,45,1
Kryminalna Skandynawia,Kryminalna Skandynawia,https://www.listennotes.com/podcasts/kryminalna-skandynawia-kryminalna-skandynawia-pEfhFSu1DbT/,Polish,Poland,['Society & Culture'],39,2019,50,0.5
RFM - Nilton no Café da Manhã,RFM,https://www.listennotes.com/podcasts/rfm-nilton-no-café-da-manhã-rfm-fmE-R4j6sOT/,Portuguese,Portugal,"['Comedy', 'Music']",1328,2016,48,1
N'A Caravana,Rita Ferro Alvim,https://www.listennotes.com/podcasts/na-caravana-rita-ferro-alvim-rWagBFkZvX1/,Portuguese,Portugal,"['Parenting', 'Kids & Family', 'Leisure']",118,2019,54,0.5
Это Непросто,Ксения Шульц,https://www.listennotes.com/podcasts/это-непросто-ксения-шульц-kZgx_BhPjqY/,Russian,Russia,"['Education', 'Careers', 'Business', 'Self-Help', 'Health & Fitness']",71,2018,60,0.5
Теория империй,"""Вести FM""",https://www.listennotes.com/podcasts/теория-империй-вести-fm-CKiLQMVYvI8/,Russian,Russia,['News'],85,2018,42,1.5
Суть еды,Сергей Пархоменко,https://www.listennotes.com/podcasts/суть-еды-сергей-пархоменко-86l4MZfge0s/,Russian,Russia,"['History', 'Arts', 'Food']",68,2020,57,0.5
Граждане мира,Localie,https://www.listennotes.com/podcasts/граждане-мира-localie-YcPdURbx_z0/,Russian,Russia,"['Places & Travel', 'Society & Culture']",42,2019,36,3
Ничего Личного,Ремиш  о Важном,https://www.listennotes.com/podcasts/ничего-личного-ремиш-о-важном-jQipnJLsT_6/,Russian,Russia,['Kids & Family'],14,2020,60,0.5
НЕЛЁГКАЯ ПРОМЫШЛЕННОСТЬ,НЕЛЁГКАЯ ПРОМЫШЛЕННОСТЬ,https://www.listennotes.com/podcasts/нелёгкая-промышленность-нелёгкая-yrcZXeJ-OGb/,Russian,Russia,['Business'],18,2020,41,2
Марьям Гаджиева,Марьям Гаджиева,https://www.listennotes.com/podcasts/марьям-гаджиева-марьям-гаджиева-UlGz5p_6kay/,Russian,Russia,['Education'],7,2020,52,0.5
Секс с Мари 18+,Мари Новосад,https://www.listennotes.com/podcasts/секс-с-мари-18-мари-новосад-2NP8wor5IUZ/,Russian,Russia,"['Relationships', 'Society & Culture']",44,2021,66,0.05
Человеку нужен человек,Katerina,https://www.listennotes.com/podcasts/человеку-нужен-человек-katerina-f25IjHTWZLS/,Russian,Russia,"['Fashion & Beauty', 'Arts']",91,2019,54,0.5
Про деньги,Подкасты Onliner,https://www.listennotes.com/podcasts/про-деньги-подкасты-onliner-spI6Bti2RFg/,Russian,Russia,['Education'],32,2020,29,10
Обольщай и властвуй | Харизма,Книги на миллион,https://www.listennotes.com/podcasts/обольщай-и-властвуй-харизма-книги-на-миллион-KweT3WYu569/,Russian,Russia,['Education'],55,2020,50,0.5
Реплика,Даня Ситдиков,https://www.listennotes.com/podcasts/реплика-даня-ситдиков-4mZxNeVk63p/,Russian,Russia,['Society & Culture'],8,2020,48,1
Otvet.co,Otvet.co,https://www.listennotes.com/podcasts/otvetco-otvetco-dgUvnMQpCA6/,Russian,Russia,['Society & Culture'],61,2019,64,0.1
Не учи меня жить,Раскрой себя с Алена Борьессон,https://www.listennotes.com/podcasts/не-учи-меня-жить-раскрой-себя-с-алена--o6azEdKwS8/,Russian,Russia,['Health & Fitness'],110,2019,54,0.5
Your Om Podcast,Даша Белоглазова,https://www.listennotes.com/podcasts/your-om-podcast-даша-белоглазова-nTNthboWyxq/,Russian,Russia,['Health & Fitness'],30,2019,51,0.5
Go Inside — подкаст издания The Insider,The Insider Podcast,https://www.listennotes.com/podcasts/go-inside-подкаст-издания-the-insider-the-EVoT7G0liye/,Russian,Russia,"['News', 'Politics']",60,2020,38,2.5
Астрология налегке,Радио Sputnik,https://www.listennotes.com/podcasts/астрология-налегке-радио-sputnik-wVbQJRHzZFv/,Russian,Russia,['News'],128,2019,47,1
Frontend Weekend,Андрей Смирнов,https://www.listennotes.com/podcasts/frontend-weekend-андрей-смирнов-V3tjl4KaUEI/,Russian,Russia,"['Technology', 'Podcasting']",138,2017,49,1
The Dojo SA Podcast,The DojoSA Podcast,https://www.listennotes.com/podcasts/the-dojo-sa-podcast-the-dojosa-podcast-PyJVX7_teoA/,English,South Africa,['Society & Culture'],188,2016,43,1.5
김양재 목사의 큐티노트 (극동방송),QTM,https://www.listennotes.com/podcasts/김양재-목사의-큐티노트-극동방송-qtm-G9deBEsmr0U/,Korean,South Korea,"['Christianity', 'Religion & Spirituality']",843,2018,49,1
Así las cosas con Carlos Loret de Mola,WRadio,https://www.listennotes.com/podcasts/así-las-cosas-con-carlos-loret-de-mola-wradio-EnIMlfDct6A/,Spanish,Spain,"['News', 'Daily News']",5952,2019,52,0.5
Todo Concostrina,SER Podcast,https://www.listennotes.com/podcasts/todo-concostrina-ser-podcast-tCEX1hO3nNy/,Spanish,Spain,[],996,2015,62,0.1
Säkerhetspodcasten,Säkerhetspodcastpanelen,https://www.listennotes.com/podcasts/säkerhetspodcasten-säkerhetspodcastpanelen-alERB-SivPx/,Swedish,Sweden,"['Education', 'Educational Technology', 'Technology', 'How To']",232,2012,38,2.5
知識好好玩,鏡好聽,https://www.listennotes.com/podcasts/知識好好玩-鏡好聽-TVIuc3GCobF/,Chinese,Taiwan,['Education'],284,2019,55,0.5
Gooaye 股癌,謝孟恭,https://www.listennotes.com/podcasts/gooaye-股癌-謝孟恭-Bce281Mw0G_/,Chinese,Taiwan,"['Investing', 'Business News', 'News', 'Business', 'Personal Journals', 'Society & Culture']",208,2020,78,0.01
Make Music Make Money podcast,謝玲達 Linda Hsieh,https://www.listennotes.com/podcasts/make-music-make-money-podcast-謝玲達-linda-hsieh-bsC6f3OdQx7/,Chinese,Taiwan,"['Music Interviews', 'Arts', 'Careers', 'Business', 'How To', 'Performing Arts', 'Education', 'Entrepreneurship', 'Music']",15,2020,36,3
台灣通勤第一品牌,台灣通勤第一品牌,https://www.listennotes.com/podcasts/台灣通勤第一品牌-台灣通勤第一品牌-pMVzsr-7jad/,Chinese,Taiwan,['Society & Culture'],171,2020,75,0.05
weak self,一三、波肥,https://www.listennotes.com/podcasts/weak-self-一三波肥-Fx4L9ZKHCTg/,Chinese,Taiwan,"['Technology', 'Programming']",93,2019,45,1
奕齊爸爸講故事,奕齊爸爸講故事,https://www.listennotes.com/podcasts/奕齊爸爸講故事-奕齊爸爸講故事-N2bmAxiKjPq/,Chinese,Taiwan,['Kids & Family'],5,2019,33,5
法客電台 BY 法律白話文運動,法律白話文運動,https://www.listennotes.com/podcasts/法客電台-by-法律白話文運動-法律白話文運動-3aTYhi-MEbk/,Chinese,Taiwan,['News'],202,2019,66,0.05
Pofat 講 code,Pofat,https://www.listennotes.com/podcasts/pofat-講-code-pofat-A8cJHhVfxlg/,Chinese,Taiwan,"['Education', 'Technology', 'Language Learning']",4,2020,25,10
Fitworks 我健客,Karen Chen,https://www.listennotes.com/podcasts/fitworks-我健客-karen-chen-LYK4eoOX6aF/,Chinese,Taiwan,"['Fitness', 'Health & Fitness', 'Nutrition']",78,2020,35,3
Fiona on Air,Fiona,https://www.listennotes.com/podcasts/fiona-on-air-fiona-ofmAzjTlP47/,Chinese,Taiwan,"['History', 'Health & Fitness', 'Society & Culture']",134,2021,31,5
《The Real Story》By 報導者,報導者 The Reporter,https://www.listennotes.com/podcasts/the-real-storyby-報導者-報導者-the-reporter-FIh41mSR5qs/,Chinese,Taiwan,"['Non-Profit', 'News', 'Education', 'Business', 'Society & Culture']",91,2020,71,0.05
性愛誠引,貝兒 灰姑娘 小兵,https://www.listennotes.com/podcasts/性愛誠引-貝兒-灰姑娘-小兵-In5i6ZVPvFt/,Chinese,Taiwan,"['Personal Journals', 'Society & Culture', 'Relationships']",111,2020,49,1
步非烟asmr,小七,https://www.listennotes.com/podcasts/步非烟asmr-kQIgUWM1JNf/,Chinese,Taiwan,"['Arts', 'Performing Arts']",174,2021,29,10
HungKai Chen聊創業,HungKai Chen,https://www.listennotes.com/podcasts/hungkai-chen聊創業-hungkai-chen-wslcgLpZ7CW/,Chinese,Taiwan,['Business'],21,2020,34,5
Metro FM - Aragaz,Karnaval.com,https://www.listennotes.com/podcasts/metro-fm-aragaz-karnavalcom-XWKjECNVbhv/,Turkish,Turkey,['Music'],3053,2014,33,5
İlk Sayfası,Storytel,https://www.listennotes.com/podcasts/ilk-sayfası-storytel-EPsX0a57Zyb/,Turkish,Turkey,"['Society & Culture', 'Books', 'Arts']",26,2018,30,10
Ceyhun Yılmaz Show,Ceyhun Yılmaz,https://www.listennotes.com/podcasts/ceyhun-yılmaz-show-ceyhun-yılmaz-PXY_OmzQvfe/,Turkish,Turkey,['Comedy'],1198,2017,27,10
Bahri Karacay ile Bilim,"Bahri Karacay: Bilim Insani, Yazar, Muzisyen",https://www.listennotes.com/podcasts/bahri-karacay-ile-bilim-bahri-karacay-bilim-A_aC4e2IWD1/,Turkish,Turkey,"['Science', 'Natural Sciences']",161,2014,26,10
Простими словами,The Village Україна,https://www.listennotes.com/podcasts/простими-словами-the-village-україна-wxl6ujd04mM/,Ukranian,Ukraine,"['Relationships', 'Society & Culture']",45,2019,40,2
In Our Time,BBC Radio 4,https://www.listennotes.com/podcasts/in-our-time-bbc-radio-4-NGaVjqYxhLn/,English,United Kingdom,"['History', 'Society & Culture']",349,2013,75,0.05
VINTAGE BOOKS,Vintage Books,https://www.listennotes.com/podcasts/vintage-books-vintage-books-fn_HU05OzXC/,English,United Kingdom,"['Arts', 'Books']",190,2014,41,1.5
Happiness Injection with Shonette Bason,Shonette Bason,https://www.listennotes.com/podcasts/happiness-injection-with-shonette-bason-70CL6SNxj9p/,English,United Kingdom,"['Health & Fitness', 'Self-Help', 'Comedy']",119,2018,30,5
Analysis,BBC Radio 4,https://www.listennotes.com/podcasts/analysis-bbc-radio-4-dK4gJvXpceR/,English,United Kingdom,"['News', 'Science', 'Social Sciences', 'Society & Culture', 'Philosophy']",329,2008,58,0.5
The Inquiry,BBC World Service,https://www.listennotes.com/podcasts/the-inquiry-bbc-world-service-dpYSOj7ZJVG/,English,United Kingdom,['News'],370,2014,64,0.1
Paul McKenna's Positivity Podcast,Paul McKenna Productions,https://www.listennotes.com/podcasts/paul-mckennas-positivity-podcast-paul-jGiloum-5SA/,English,United Kingdom,"['Business', 'Health & Fitness']",110,2019,56,0.5
Groundings,Decolonising The Archive,https://www.listennotes.com/podcasts/groundings-decolonising-the-archive-S8wvOrBbeIV/,English,United Kingdom,['Society & Culture'],9,2018,24,10
MetaLearn,Nasos Papadopoulos,https://www.listennotes.com/podcasts/metalearn-nasos-papadopoulos-cvPOtu63wTo/,English,United Kingdom,"['Business', 'Arts', 'Education']",193,2016,41,2
Podcast From The Past,Postcard From The Past and Wardour Studios,https://www.listennotes.com/podcasts/podcast-from-the-past-postcard-from-the-6MG7tsjlCdO/,English,United Kingdom,"['History', 'Comedy', 'Personal Journals', 'Society & Culture', 'Books', 'Arts']",72,2018,37,2.5
The Audio Long Read,The Guardian,https://www.listennotes.com/podcasts/the-audio-long-read-the-guardian-NaQDH0-ksY6/,English,United Kingdom,['News'],608,2016,64,0.1
Seriously...,BBC Radio 4,https://www.listennotes.com/podcasts/seriously-bbc-radio-4-PvFJXpxfjZh/,English,United Kingdom,['News'],300,2016,58,0.5
Death in Ice Valley,BBC World Service,https://www.listennotes.com/podcasts/death-in-ice-valley-bbc-world-service-cK7gArB-QMZ/,English,United Kingdom,"['True Crime', 'News']",16,2018,70,0.05
The Boring Talks,BBC Radio,https://www.listennotes.com/podcasts/the-boring-talks-bbc-radio-0h69AjXL2uE/,English,United Kingdom,['Comedy'],56,2018,53,0.5
More or Less: Behind the Stats,BBC Radio 4,https://www.listennotes.com/podcasts/more-or-less-behind-the-stats-bbc-radio-4-eh67Mcb_TE1/,English,United Kingdom,"['Mathematics', 'Science', 'Business', 'Investing', 'News', 'Education']",667,2012,69,0.05
The Allusionist,Helen Zaltzman,https://www.listennotes.com/podcasts/the-allusionist-helen-zaltzman-g-UOdefjCWa/,English,United Kingdom,"['Books', 'Education', 'Society & Culture', 'Arts']",163,2015,70,0.05
